postUrl,profileUrl,username,likeCount,commentCount,caption,pubDate,description,location,locationId,type,taggedFullName1,taggedUsername1,taggedFullName2,taggedUsername2,taggedFullName3,taggedUsername3,taggedFullName4,taggedUsername4,taggedFullName5,taggedUsername5,taggedFullName6,taggedUsername6,taggedFullName7,taggedUsername7,taggedFullName8,taggedUsername8,taggedFullName9,taggedUsername9,taggedFullName10,taggedUsername10,taggedFullName11,taggedUsername11,taggedFullName12,taggedUsername12,taggedFullName13,taggedUsername13,taggedFullName14,taggedUsername14,taggedFullName15,taggedUsername15,taggedFullName16,taggedUsername16,taggedFullName17,taggedUsername17,taggedFullName18,taggedUsername18,taggedFullName19,taggedUsername19,taggedFullName20,taggedUsername20,id,timestamp,query,viewCount,taggedFullName21,taggedUsername21,taggedFullName22,taggedUsername22,taggedFullName23,taggedUsername23
https://www.instagram.com/p/CY-6ZzOB_0C/,https://www.instagram.com/max9ferreira,max9ferreira,15,0,"Photo shared by Max Ferreira on January 20, 2022 tagging @sgchildrensoc. May be an image of text that says 'RUN FOR THE CHIL LDREN /////// JOIN OR FOLLOW THE CHALLENGE 12 HOURS RUN 12 LOOPS AT B.T.HILL 60/70KM 3500/4000M ELEV. DONATE NOW: Mar-3 2022 HTTPS//S.GIVING.SC/AOP14WO JOIN OUR WHATSAPP GROUP 林 Children's SOCIETY CaringfotheFut Bukit imah Hill Mountain GOAT Challenge Climb to GREA TNESS +6591042033'.",2022-01-21T07:02:11.000Z,"Hi everyone, I just got the approval to start my fundraising campaign to help Singapore Children's Society. Im doing a 12 hours  running challenge at bukit timah hills to create awareness for this charity and any donations, even 5$ can make the difference in this kids lifes. Here is the link for the donations campaign 🙏 thanks everyone 

https://s.giving.sg/AoP14W0

Please share and help to help this kids

#charity #donationsneeded #singaporechildrensociety #challenge #donatenow #help",,,Photo,Singapore Children's Society,sgchildrensoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2755896881678122242_840603286,2022-03-23T02:52:37.996Z,https://www.instagram.com/sgchildrensoc,,,,,,,
https://www.instagram.com/p/CY5s-F4P9a2/,https://www.instagram.com/ntusbsclub,ntusbsclub,10,0,"Photo shared by NTU Biological Sciences Club on January 18, 2022 tagging @sgchildrensoc. May be an image of text that says 'In Support Of 林 years Children's To of bringing hope OCIETY and smiles Caring for the Future Since 1952'.",2022-01-19T06:28:36.000Z,"Singapore Children's Society protects and nurtures children and youth of all races and religions. In 2020, the Society reached out to 34,654 children, youth and families in need. Established in 1952, its services have evolved to meet the changing needs of children.

Today, Singapore Children's Society operates more than 10 service centres islandwide, offering services in the four categories of: Vulnerable Children and Youth, Children and Youth Services, Family Services, and Research and Advocacy.

Do check out their website (www.childrensociety.org.sg), Facebook (SingaporeChildrensSociety), Instagram/Telegram/Twitter (@sgchildrensoc), and LinkedIn (Singapore Children's Society)!",,,Photo,Singapore Children's Society,sgchildrensoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2754430428080232118_50065108745,2022-03-23T02:52:37.996Z,https://www.instagram.com/sgchildrensoc,,,,,,,
https://www.instagram.com/p/CYxfA6fP-PJ/,https://www.instagram.com/annticing_bake,annticing_bake,19,4,,2022-01-16T01:52:43.000Z,"9 in a box, consist of 3 specially CNY curated flavours: Red Velvet, Yuzu and Matcha. Grab yours today! To order, Check out @helloyoripe or DM

Let’s help to spread some love to the children this CNY! 20% of sales proceeds will go to Singapore Children’s Society. 

#supportlocal #supportlocalsg #homebaker #homebaking #homebaked #madeleine #supporthomemade #supporthomebusinesses #supporthomebasedbusiness #supporthomebaker #lowgi #premiumbakes #cny2022 #cnybakes",Singapore / Singapura / 新加坡 / சிங்கப்பூர்,114069296823977,Photo,Singapore Children's Society,sgchildrensoc,YoRipe,helloyoripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2752117249543234505_51041512223,2022-03-23T02:52:39.656Z,https://www.instagram.com/sgchildrensoc,,,,,,,
https://www.instagram.com/p/CYsNfgJK55e/,https://www.instagram.com/baked.bymia,baked.bymia,27,4,,2022-01-14T00:43:25.000Z,"This CNY, let's contribute to a good cause together! 🐯

I'm running a Charity Bakesale along with 7 other YoRipe creators this CNY.

What's available from BAKED by Mia:
❣️Potato Chip Butter Cookies
❣️Nian Gao Peanut Butter Cups
❣️Nian Gao Brownies
❣️Cranberry Snowflake Crisp (雪花酥/雪Q饼）

Preorder (min 7 days in advance) for this bakesale starts now till 13th Feb.
Deliveries/Self-Collection slots available on Sundays only, from 23rd Jan till 20th Feb. 
Part of our sales proceeds will be pledged to Singapore Children's Society. 
Order from BAKED By Mia directly via DM or through the orderform (clickable link under bio) now!
.
.
.
.
.
#sgfoodies #homemade #homebaked #sghomebakers #sghomebakery #sghomebaking #sgbakery #sgblogger #foodblogger #snowflakecrisp #brownies #peanutbuttercookies #cookiecups #buttercookies #niangao #cnygoodies #cnybakes #cnysnacks #雪花酥 #雪q餅 #年糕 #sgfoodlover #sgfoodshare #yummysnacks #tampinesgroupbuy #sgigbakes #singaporelife #sgfoodstagram #sgigfoodies #sgfoodies #charitybakesale",Singapore / Singapura / 新加坡 / சிங்கப்பூர்,114069296823977,Photo,Your Local Food Guide,sgfoodies,Singapore Children's Society,sgchildrensoc,YoRipe,helloyoripe,Home Bakers of SG 🇸🇬,homebakersofsg,SG Home-Based Business,sghomebasedbusiness,Home Bakers SG 🇸🇬,homebakers_sg,Homebakers Singapore,homebakerssingapore,,,,,,,,,,,,,,,,,,,,,,,,,,,2750632811838545502_45060339371,2022-03-23T02:52:39.656Z,https://www.instagram.com/sgchildrensoc,,,,,,,
https://www.instagram.com/p/CYr23XMJChk/,https://www.instagram.com/viviwarepanel,viviwarepanel,9,0,,2022-01-13T21:25:41.000Z,"To infinity and Beyond! Since last year we were daydreaming that one day we are going to build a working space for children to imagine creatively outside our creative studio @vivistop_orchard . 

And behold, our imagination has finally come to pass! Wohoo! 🥳

We have been reimagining, redesigning and collaborating with AWS (Amazon Web Services) InCommunities Singapore volunteers in creating a new creative and meaningful learning environment for Children society at Sunbeam @sgchildrensoc 

Stay tuned for more updates! 
.
.
.
.
.
.
.
.
.
 #Amazon #AWSInCommunities and #HereAtAWS #viviwarepanel #sgfurniture #modularfurniture #sgdesign #makerspace #sgcommunity",Singapore Children's Society,1034086151,Photo,Singapore Children's Society,sgchildrensoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750533296422398052_44791510267,2022-03-23T02:52:39.656Z,https://www.instagram.com/sgchildrensoc,,,,,,,
https://www.instagram.com/p/CYqM9_gvEbn/,https://www.instagram.com/baked.bymia,baked.bymia,19,2,"Photo by Baked by Mia in Singapore / Singapura / 新加坡 / சிங்கப்பூர் with @sgchildrensoc, and @helloyoripe. May be an image of food and text that says 'HELP CHILDREN IN NEED THIS CNY 2022 Raise funds for Singapore's Children Society with X os OLDINGS YoRipe 당양민국전우수 Swipe to find out more!'.",2022-01-13T06:00:21.000Z,"(Reposted from @helloyoripe) 
Do Good & Give to welcome the year of 🐯 with YoRipe!

🏮 This CNY you have a chance to do good and give to raise funds for Singapore's children society 🏮

There'll be cook & bake sales, and also cooking showcase to help children in need by 8 (HUAT AH!) YoRipe Creators:
@tfeatkitchen
@annticing_bakes
@thehedgehogskitchen 
@qq_kitchen
@10panchat
@ar_kanji
MM❤️Bakes
& yours truly, @baked.bymia

Featuring OTS Holdings and @sgchildrensoc

#bakesale is officially launching tomorrow, 14th Jan! Watch this space! 

#YoRipeSG #YoRipe #CNYwithYoRipe #YearOfTheTiger #CNY #CNY2022 #CNYEvents #cnysg #cny20222 #cnysingapore
#bakesalesg #cnygoodies #cnybakes #cnysnacks #sghomebakery #sghomebaked #sghomebakers #sghomebaking",Singapore / Singapura / 新加坡 / சிங்கப்பூர்,114069296823977,Photo,Singapore Children's Society,sgchildrensoc,YoRipe,helloyoripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750067559104268007_45060339371,2022-03-23T02:52:39.656Z,https://www.instagram.com/sgchildrensoc,,,,,,,
https://www.instagram.com/p/CYnSTinvqQY/,https://www.instagram.com/annticing_bake,annticing_bake,16,0,"Photo by Annticing Bake in Singapore / Singapura / 新加坡 / சிங்கப்பூர் with @sgchildrensoc, and @helloyoripe. May be an image of food and indoor.",2022-01-12T02:49:16.000Z,"Our Peanut Cookies don’t used palm oil, only use non-GMO oil and Low GI sugar. Low fat & low sugar. No preservatives and addictive. 
Go to @helloyoripe for more details or DM to order.
Let’s help to spread some love to the children this CNY! 20% of sales proceeds will go to Singapore Children’s Society. 

#supportlocal #supportlocalsg #homebaker #homebaking #homebaked #greenpeacookies #supporthomemade #supporthomebusinesses #supporthomebasedbusiness #supporthomebaker #premiumbakes #花生饼 #cny2022 #cnycookies #nopalmoil #lowfat #lowsugar #低糖低油 #cookies #helloyoripe",Singapore / Singapura / 新加坡 / சிங்கப்பூர்,114069296823977,Photo,Singapore Children's Society,sgchildrensoc,YoRipe,helloyoripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2749246605214262296_51041512223,2022-03-23T02:52:39.656Z,https://www.instagram.com/sgchildrensoc,,,,,,,
https://www.instagram.com/p/CYguhrlln3C/,https://www.instagram.com/thehedgehogskitchen,thehedgehogskitchen,10,1,"Photo by The Hedgehog's Kitchen in Singapore / Singapura / 新加坡 / சிங்கப்பூர் with @sgchildrensoc, @thehedgehogknows, and @helloyoripe. May be an image of dessert and indoor.",2022-01-09T13:41:11.000Z,"Red Dates and Longan Cake *reduced sugar* (S$12)
.
This cake is moist, and I like how the red dates and dried longan lend a very Oriental feel to the cake.
.
Now taking in orders! Limited quantities available this CNY.
.
I am joining @helloyoripe's Bake & Cook Sales project to donate 20% of my sales to Singapore Children's Society (@sgchildrensoc). Can't find a better reason than this to kickstart my pop-up store @thehedgehogskitchen. 😄
.
Follow the link on bio-link to order. 
.
.
.
.
.
.
______________________________________
.
#thehedgehogknows#thehedghogskitchen#thehedgehogathome#homemade#reddates#longan#homemade#singaporehomecooks#jiaklocal#hbbsg#homemadecake#helloyoripe",Singapore / Singapura / 新加坡 / சிங்கப்பூர்,114069296823977,Photo,Singapore Children's Society,sgchildrensoc,SG Food | Airfryer | Recipes,thehedgehogknows,YoRipe,helloyoripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2747400397379763650_29656243916,2022-03-23T02:52:39.656Z,https://www.instagram.com/sgchildrensoc,,,,,,,
https://www.instagram.com/p/CYggRH7vh6K/,https://www.instagram.com/annticing_bake,annticing_bake,19,1,"Photo by Annticing Bake in HomeBakers with @sgchildrensoc, and @helloyoripe. May be an image of food.",2022-01-09T11:36:35.000Z,"Made with Low GI sugar, No artificial colouring and favouring. Each box includes assortment of special CNY curated Madeleines: Red Velvet, Yuzu and Matcha. 
To order, check out  @helloyoripe for more details . 20% of proceeds will donate to Children’s Society. 
#helloyoripe #madeleine #cny #homebaker #sghomebaker #sghomebakes #supportlocalsg #supportsg #supportsglocal #redvelvet #matcha #yuzu #cakes #cakesofinstagram",HomeBakers,1640327569405761,Photo,Singapore Children's Society,sgchildrensoc,YoRipe,helloyoripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2747337686933970570_51041512223,2022-03-23T02:52:39.656Z,https://www.instagram.com/sgchildrensoc,,,,,,,
https://www.instagram.com/p/CYV5BczvDdf/,https://www.instagram.com/interriceasia,interriceasia,104,1,,2022-01-05T08:41:15.000Z,"Smaller cheque but bigger donation! 

Happy new year everyone! In 2021, Inter Rice Asia has adopted Singapore Children's Society as our charity organisation. 

We have raised a total of $940 in our year-end warehouse sale tickets and $710 in tips on theartofsake.com , which we matched to $3300. This would not have been possible without you! So, a BIG thank you for making this happen.

Wishing you and yours a safe,healthy  and abundant 2022! 

Cheers,
The Art of Sake Team 

#interriceasia #charity event #sgfundraising #singaporechildrensociety",Singapore Children's Society,1034086151,Photo,Singapore Children's Society,sgchildrensoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2744350336255539039_633784825,2022-03-23T02:52:39.656Z,https://www.instagram.com/sgchildrensoc,,,,,,,
https://www.instagram.com/p/CYSuratqc8T/,https://www.instagram.com/allthingsdelicioussg,allthingsdelicioussg,95,5,,2022-01-04T03:14:00.000Z,"#ATDGingerbreadVillage 🏡

Last December, we rallied up the ATD community and joined hands to raise money to buy toys, educational supplies and essentials for kids from @sgchildrensoc. With your help, we managed to pool $600 for the Toy Fund.

Thank you so much for all of your support! Here's a little sneak peek into what happened when #TeamDelicious became Santas for a day 💕🎄🎅🏻
.
.
.
.
.
.
#AllThingsDelicious #welovewedoweeat #teamdelicious #ATD_sg #ATDMoments #arabstreet #kampunggelam #discoversingapore #sglocal #sgfoodies #sghalal #sghalalfood #sgfooddiary #sgfoodhunt #sgeats #ATDbekindsunshine #atdgivesback",Sunbeam Place,5362024,Video,Singapore Children's Society,sgchildrensoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2743460416782454547_459486971,2022-03-23T02:52:39.656Z,https://www.instagram.com/sgchildrensoc,2143,,,,,,
https://www.instagram.com/p/CYQTAVovnRb/,https://www.instagram.com/shirley_confectionery,shirley_confectionery,29,1,,2022-01-03T04:32:51.000Z,"With Chinese New Year coming up real soon, let's welcome back everyone's favourite; our melt-in-the-mouth pineapple tarts! Our pineapple jam is not overly sweet which complements so well with our crumbly pastry that instantly melts in your mouth.

They are going at $18 per tub for 20 balls of goodness 😍 Check our highlights for the full menu & special bundle 😉

P.s., from January 2022, we have pledged to donate 5% of all our profits towards Singapore Children’s Society to protect and nurture children and youth of all races and religions, especially those in need. You can also donate to Project Dum Spiro Spero 2022 on their campaign page on Giving.sg at www.giving.sg/campaigns/dum_spiro_spero_2022",,,Photo,Singapore Children's Society,sgchildrensoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742775759184491611_45261595751,2022-03-23T02:52:39.656Z,https://www.instagram.com/sgchildrensoc,,,,,,,
